Intercept;LAI_year;p_year;Rn_year;VPD_year;e_act_year;e_star_year;ET_GF_year;LAI_^2;p_^2;Rn_^2;VPD_^2;e_act_^2;e_star_^2;LAI:p;LAI:Rn;LAI:VPD;LAI:e_act;LAI:e_star;p:Rn;p:VPD;p:e_act;p:e_star;Rn:VPD;Rn:e_act;Rn:e_star;VPD:e_act;VPD:e_star;e_act:e_star;row;col
1;0,075281492;-0,301226825;-0,294857025;0,180976599;-0,06872803;0,110363215;-3,164887667;0,005667303;0,0907376;0,086940665;0,03275253;0,004723542;0,012180039;-0,022676805;-0,022197277;0,013624188;-0,005173949;0,008308307;0,088818845;-0,054515006;0,020702726;-0,033244361;-0,053362222;0,020264942;-0,032541369;-0,012438165;0,019973159;-0,007585046;494;559
1;0,349876285;-0,449954867;1,986207962;0,181535035;-0,060798883;0,125576258;-0,446826458;0,122413415;0,202459383;3,945022068;0,032954969;0,003696504;0,015769396;-0,157428537;0,694927062;0,063514804;-0,021272087;0,043936154;-0,89370394;-0,081682573;0,027356754;-0,056503648;0,360566333;-0,120759226;0,249420563;-0,011037127;0,02279649;-0,007634896;486;560
1;-0,3287673;-0,199100375;-0,417156219;0,04180634;-0,042561361;0,017353567;-3,96846056;0,108087937;0,039640959;0,174019311;0,00174777;0,001811469;0,000301146;0,065457693;0,137147324;-0,013744558;0,013992784;-0,005705285;0,08305596;-0,008323658;0,008473983;-0,003455102;-0,017439775;0,017754737;-0,007239148;-0,001779335;0,000725489;-0,000738591;280;664
1;-0,062115192;-0,493038073;2,404139592;0,205658972;-0,105968356;0,099535476;-2,430247307;0,003858297;0,243086542;5,779887178;0,042295613;0,011229293;0,009907311;0,030625155;-0,149333593;-0,012774547;0,006582245;-0,006182665;-1,185332352;-0,101397703;0,052246434;-0,049074779;0,494432878;-0,25476272;0,239297179;-0,021793343;0,020470364;-0,010547611;499;528
1;-0,222130077;-0,410545349;-3,457866669;0,168124884;-0,069049082;0,111415386;-4,402889729;0,049341771;0,168547484;11,9568419;0,028265977;0,004767776;0,012413388;0,09119447;0,76809619;-0,037345594;0,015337878;-0,024748708;1,419611079;-0,069022889;0,028347779;-0,045741069;-0,581353434;0,238762519;-0,38525955;-0,011608869;0,018731699;-0,00769313;481;537
1;0,453445911;-0,269902647;0,138265436;0,197009742;-0,096125901;0,087374747;-3,387778759;0,205613195;0,072847439;0,019117331;0,038812839;0,009240189;0,007634346;-0,122386252;0,062695897;0,089333262;-0,043587897;0,039619722;-0,037318207;-0,053173451;0,025944635;-0,023582675;0,027239638;-0,01329089;0,012080907;-0,018937739;0,017213676;-0,008398976;509;552
1;0,672478242;-0,03578648;10,04708862;0,083912574;-0,025906898;0,036606491;2,133131027;0,452226986;0,001280672;100,9439898;0,00704132;0,000671167;0,001340035;-0,024065629;6,756448498;0,05642938;-0,017421825;0,024617068;-0,359549933;-0,003002936;0,000927117;-0,001310017;0,843077065;-0,260288901;0,367788655;-0,002173914;0,003071745;-0,000948361;592;686
1;-0,295232534;0,14003627;8,610019684;0,155173838;-0,052794431;0,111790895;-1,768136978;0,087162249;0,019610157;74,13243896;0,02407892;0,002787252;0,012497204;-0,041343263;-2,541957933;-0,045812366;0,015586634;-0,033004309;1,205715041;0,021729965;-0,007393135;0,01565478;1,336049801;-0,45456109;0,96252181;-0,008192314;0,017347022;-0,005901937;470;662
1;0,493150949;-0,334079095;0,691962609;0,273253322;-0,129870772;0,136439758;-1,545321226;0,243197859;0,111608842;0,478812252;0,074667378;0,016866418;0,018615807;-0,164751423;0,341242018;0,134755135;-0,064045895;0,067285396;-0,231170242;-0,091288222;0,04338711;-0,045581671;0,189081081;-0,089865718;0,094411211;-0,03548762;0,037282617;-0,017719537;520;500
1;0,716894468;-0,195408985;3,147223336;-0,023736017;-0,017344058;0,003490448;1,494072676;0,513937678;0,038184671;9,905014729;0,000563399;0,000300816;1,22E-05;-0,14008762;2,256226998;-0,017016219;-0,012433859;0,002502283;-0,614995718;0,004638231;0,003389185;-0,000682065;-0,074702547;-0,054585623;0,010985219;0,000411679;-8,28E-05;-6,05E-05;277;851
1;0,452055931;-0,248230398;4,774589539;0,073436456;-0,065566063;0,008722544;-2,009300232;0,204354565;0,06161833;22,79670526;0,005392913;0,004298909;7,61E-05;-0,112214024;2,158381519;0,033197386;-0,029639528;0,003943078;-1,18519826;-0,018229161;0,01627549;-0,0021652;0,350628935;-0,313051038;0,041646566;-0,004814939;0,000640553;-0,000571903;309;778
1;0,081546307;-0,234930424;3,184204102;-0,009044558;0,002042055;0,044061542;1,198616266;0,0066498;0,055192304;10,13915576;8,18E-05;4,17E-06;0,001941419;-0,019157708;0,259660084;-0,00073755;0,000166522;0,003593056;-0,748066418;0,002124842;-0,000479741;-0,010351397;-0,028799718;0,00650232;0,140300941;-1,85E-05;-0,000398517;9,00E-05;290;869
1;0,2922376;-0,059317499;8,963527679;0,150017649;-0,000775695;0,119407986;1,725457668;0,085402815;0,003518566;80,34482846;0,022505295;6,02E-07;0,014258267;-0,017334804;2,619479814;0,043840798;-0,000226687;0,034895503;-0,531694048;-0,008898672;4,60E-05;-0,007082983;1,344687349;-0,006952962;1,070316787;-0,000116368;0,017913305;-9,26E-05;481;673
1;-0,679836988;-0,592613274;7,002983093;0,135705726;0,039398894;0,182520077;-2,699381351;0,462178331;0,351190493;49,0417722;0,018416044;0,001552273;0,033313578;0,402880424;-4,760886936;-0,092257772;-0,026784825;-0,124083899;-4,150060741;-0,080421015;-0,023348307;-0,10816382;0,950344908;0,275909787;1,278185011;0,005346655;0,02476902;0,007191089;731;536
1;-0,005870206;-0,467567146;4,09425463;0,150297199;-0,030583888;0,132475197;-3,390515566;3,45E-05;0,218619036;16,76292097;0,022589248;0,000935374;0,017549678;0,002744715;-0,024034118;-0,000882276;0,000179534;-0,000777657;-1,914338952;-0,070274032;0,014300021;-0,06194105;0,615355003;-0,125218226;0,54238719;-0,004596673;0,019910651;-0,004051607;390;419
1;0,730593204;0,07348299;4,809646606;0,028471521;-0,015993565;0,035359661;3,980785131;0,53376643;0,00539975;23,13270048;0,000810628;0,000255794;0,001250306;0,053686173;3,513895127;0,0208011;-0,01168479;0,025833528;0,353427215;0,002092172;-0,001175255;0,002598334;0,136937954;-0,076923397;0,170067472;-0,000455361;0,001006743;-0,000565527;212;759
1;-0,370948485;-0,621812493;-2,450997489;0,179019968;-0,079904551;0,113916636;-3,045668364;0,137602778;0,386650776;6,00738869;0,032048149;0,006384737;0,012977;0,230660402;0,909193805;-0,066407186;0,029640472;-0,042257203;1,524060858;-0,111316852;0,049685648;-0,070834787;-0,438777491;0,195845853;-0,279209388;-0,01430451;0,020393352;-0,009102458;489;529
1;0,063926379;-0,191896984;-0,16456604;-0,017302036;-0,03364563;-0,007302463;-0,44405216;0,004086582;0,036824452;0,027081982;0,00029936;0,001132028;5,33E-05;-0,012267279;-0,010520111;-0,001106057;-0,002150843;-0,00046682;0,031579727;0,003320209;0,006456495;0,001401321;0,002847328;0,005536928;0,001201737;0,000582138;0,000126347;0,000245696;272;848
1;-0,255048752;-0,183429569;-20,06485748;0,109547317;-0,044637769;0,056859905;-1,269197583;0,065049866;0,033646407;402,5985058;0,012000615;0,00199253;0,003233049;0,046783483;5,117516857;-0,027939906;0,011384807;-0,014502048;3,68048816;-0,020094217;0,008187887;-0,010429788;-2,198051304;0,895650483;-1,140885892;-0,004889948;0,00622885;-0,002538099;264;454
1;0,536443754;-0,285473913;5,759124756;0,025322085;-0,014683306;-0,004389882;1,676837206;0,287771901;0,081495355;33,16751795;0,000641208;0,000215599;1,93E-05;-0,153140697;3,089446502;0,013583874;-0,007876768;-0,002354925;-1,644079879;-0,007228795;0,004191701;0,001253197;0,145833047;-0,084562992;-0,025281879;-0,000371812;-0,000111161;6,45E-05;308;791
1;0,127539635;-0,375128165;0,436096191;0,171546154;-0,072031698;0,103709102;-2,761845827;0,016266358;0,14072114;0,190179888;0,029428083;0,005188566;0,010755578;-0,047843709;0,055619549;0,021878934;-0,009186897;0,013227021;-0,163591964;-0,064351794;0,027021119;-0,038904205;0,074810624;-0,031412749;0,045227144;-0,012356761;0,017790897;-0,007470343;500;564
1;-0,727984224;-0,335647613;-3,031469492;0,16080372;-0,076604262;0,084200054;-4,781667709;0,52996103;0,11265932;9,18980728;0,025857836;0,005868213;0,007089649;0,244346167;2,206861966;-0,117062572;0,055766694;-0,061296311;1,017505498;-0,053973385;0,025712038;-0,028261547;-0,487471572;0,232223483;-0,255249896;-0,01231825;0,013539682;-0,006450083;471;523
1;0,686118262;-0,155388798;4,895393372;0,023617297;-0,027338862;0,047461987;-0,45609951;0,47075827;0,024145679;23,96487626;0,000557777;0,000747413;0,00225264;-0,106615092;3,358818793;0,016204259;-0,018757693;0,032564536;-0,760689292;-0,003669863;0,004248153;-0,007375061;0,115615961;-0,133834486;0,232345094;-0,00064567;0,001120924;-0,001297557;308;811
1;0;-0,141044855;3,2787323;0,156874359;-0,022658326;0,114714305;-3,303675652;0;0,019893651;10,75008549;0,024609564;0,0005134;0,013159372;0;0;0;0;0;-0,462448322;-0,022126321;0,00319584;-0,016179862;0,514349027;-0,074290587;0,376117496;-0,00355451;0,017995733;-0,002599234;498;644
1;0,702366179;-0,175836235;9,264057704;0,058959027;-0,004048745;0,063094795;-1,663128614;0,493318249;0,030918382;85,82276515;0,003476167;1,64E-05;0,003980953;-0,123501425;6,506760809;0,041410827;-0,002843701;0,04431565;-1,62895703;-0,010367133;0,000711916;-0,011094351;0,54619983;-0,037507806;0,584513819;-0,00023871;0,003720008;-0,000255455;588;712
1;0,003318787;-0,486240387;-1,836713155;0,185526609;-0,051349916;0,1369223;-3,763728619;1,10E-05;0,236429714;3,373515214;0,034420123;0,002636814;0,018747716;-0,001613728;-0,006095659;0,000615723;-0,000170419;0,000454416;0,893084115;-0,09021053;0,024968403;-0,066577152;-0,340759164;0,094315067;-0,251486989;-0,009526776;0,02540273;-0,007030949;478;556
1;0,544981062;-0,271057561;-2,686650203;0,195162669;-0,092675418;0,088823885;-3,603128433;0,297004358;0,073472201;7,218089312;0,038088467;0,008588733;0,007889682;-0,147721238;-1,464173482;0,106359959;-0,050506348;0,048407335;0,728236851;-0,052900317;0,025120373;-0,024076386;-0,524333824;0,24898643;-0,238638708;-0,018086782;0,017335106;-0,008231791;508;554
1;1,289384365;-0,080690235;17,7355957;0,123902857;0,010495484;0,123108029;3,418976307;1,662512041;0,006510914;314,5513549;0,015351918;0,000110155;0,015155587;-0,104040727;22,86799981;0,159758407;0,013532713;0,158733568;-1,431089383;-0,009997751;-0,000846883;-0,009933616;2,197490984;0,186143659;2,183394237;0,00130042;0,015253437;0,001292078;486;682
1;-0,27445364;-0,288832188;3,047561646;0,147086866;-0,045541227;0,084747672;-3,319998264;0,075324801;0,083424033;9,287631983;0,021634546;0,002074003;0,007182168;0,079271045;-0,836414387;-0,040368526;0,012498955;-0,023259307;-0,880233897;-0,042483421;0,013153772;-0,024477856;0,448256292;-0,138789696;0,258273755;-0,006698516;0,01246527;-0,003859513;480;626
1;-0,261473536;0,0680767;10,70720673;0,148861408;-0,028009564;0,106591284;-1,335614324;0,06836841;0,004634437;114,6442759;0,022159719;0,000784536;0,011361702;-0,017800255;-2,799651209;-0,038923319;0,00732376;-0,0278708;0,7289113;0,010133993;-0,001906799;0,007256383;1,593889871;-0,299904189;1,141294916;-0,004169543;0,015867329;-0,002985575;473;661
1;0,267029405;-0,276503563;4,995075573;0,223142058;-0,09058275;0,120352283;-0,569310665;0,071304703;0,07645422;24,95077998;0,049792378;0,008205235;0,014484672;-0,073834582;1,333832056;0,059585491;-0,024188258;0,032137599;-1,381156193;-0,061699574;0,025046453;-0,033277835;1,114611441;-0,452467682;0,60116875;-0,020212821;0,026855656;-0,010901841;473;479
1;-0,26802063;-0,317687988;-1,062326431;0,183275454;-0,080702874;0,098618695;-6,065051556;0,071835058;0,100925658;1,128537447;0,033589892;0,006512954;0,009725647;0,085146935;0,284725399;-0,049121603;0,021630035;-0,026431845;0,337488347;-0,05822441;0,025638334;-0,031329975;-0,194698359;0,085732796;-0,104765246;-0,014790856;0,018074386;-0,007958812;503;558
1;0,115807056;-0,064147711;6,283607483;0,146888271;-0,028265769;0,105977654;-0,080603026;0,013411274;0,004114929;39,483723;0,021576164;0,000798954;0,011231263;-0,007428758;0,727686086;0,017010698;-0,003273375;0,01227296;-0,403079036;-0,009422546;0,001813184;-0,006798224;0,922988239;-0,177610997;0,665921983;-0,00415191;0,015566874;-0,00299554;494;639
1;0,627824827;-0,239080191;1,116027832;-0,012194812;-0,000678102;0,036172718;-2,341444492;0,394164013;0,057159338;1,245518122;0,000148713;4,60E-07;0,001308466;-0,150100479;0,70066998;-0,007656206;-0,000425729;0,02271013;-0,266820147;0,002915538;0,000162121;-0,00864818;-0,01360975;-0,000756781;0,04036976;8,27E-06;-0,00044112;-2,45E-05;288;874
1;0,065587759;-0,581670042;0,022029877;0,173715502;-0,091812372;0,097417831;-5,243832588;0,004301754;0,338340037;0,000485315;0,030177076;0,008429512;0,009490234;-0,038150435;0,00144489;0,01139361;-0,006021768;0,006389417;-0,012814119;-0,101045103;0,053404506;-0,056665034;0,003826931;-0,002022615;0,002146103;-0,015949232;0,016922987;-0,008944162;483;519
1;-0,119718611;-0,126337707;8,538451195;0,148043856;-0,01318574;0,119246415;-2,078460932;0,014332546;0,015961216;72,90514881;0,021916983;0,000173864;0,014219707;0,015124975;-1,022211519;-0,017723605;0,001578578;-0,014276015;-1,078728346;-0,018703521;0,001665856;-0,015065319;1,264065239;-0,112585793;1,018179692;-0,001952068;0,017653699;-0,001572352;497;652
1;-0,575342178;-0,748599683;4,148300171;0,155058801;-0,0054878;0,158327222;0,109820992;0,331018622;0,560401485;17,20839431;0,024043232;3,01E-05;0,025067509;0,430700972;-2,386692057;-0,089211868;0,003157363;-0,091092329;-3,105416191;-0,116076969;0,004108165;-0,118523708;0,643230451;-0,02276504;0,656788842;-0,000850932;0,024550029;-0,000868868;547;707
1;0,088672297;-0,280698538;1,85702006;0,168204457;-0,053979158;0,116211623;-4,630776405;0,007862776;0,078791669;3,448523504;0,028292739;0,00291375;0,013505141;-0,024890184;0,164666235;0,014915076;-0,004786456;0,010304752;-0,521262816;-0,047214745;0,015151871;-0,032620433;0,31235905;-0,10024038;0,215807315;-0,009079535;0,019547313;-0,006273006;495;614
1;-0,750999212;-0,333015323;-3,831612723;-0,011044605;-0,043124333;0,031874989;-6,491508484;0,563999817;0,110899205;14,68125606;0,000121983;0,001859708;0,001016015;0,250094245;2,877538137;0,00829449;0,03238634;-0,023938091;1,275985747;0,003678023;0,014361064;-0,01061486;0,04231865;0,165235743;-0,122132612;0,000476291;-0,000352047;-0,001374588;290;661
1;-1,017675002;-0,368580937;-3,516530124;0,167112872;-0,062346323;0,090860426;-6,443410397;1,035662411;0,135851907;12,36598411;0,027926712;0,003887064;0,008255617;0,375095606;3,578684802;-0,170066592;0,063448294;-0,092466385;1,296125969;-0,061594619;0,022979666;-0,033489421;-0,587657448;0,219242723;-0,319513427;-0,010418873;0,015183947;-0,005664813;461;524
1;-0,234531164;-0,244162604;0,239639282;0,155104588;-0,053057671;0,110600889;-4,23409605;0,055004867;0,059615377;0,057426986;0,024057433;0,002815116;0,012232557;0,05726374;-0,05620288;-0,03637686;0,012443677;-0,025939355;-0,058510951;-0,03787074;0,012954699;-0,027004601;0,037169152;-0,012714702;0,026504318;-0,008229488;0,017154705;-0,005868226;499;612
1;-0,103034973;-0,075816512;8,185329437;0,141115103;-0,065640807;0,102635134;-1,11169827;0,010616206;0,005748144;66,999618;0,019913472;0,004308716;0,010533971;0,007811752;-0,843375199;-0,014539791;0,006763299;-0,010575008;-0,620583128;-0,010698855;0,004976657;-0,007781438;1,15507361;-0,537291631;0,840102386;-0,009262909;0,014483368;-0,006737053;469;655
1;-0,253424644;-0,265764222;-0,945614901;0,180077791;-0,078371018;0,097871125;-4,004560471;0,06422405;0,070630621;0,894187542;0,032428011;0,006142016;0,009578757;0,067351203;0,23964212;-0,04563615;0,019861147;-0,024802955;0,251310608;-0,047858234;0,020828213;-0,026010643;-0,170284243;0,074108803;-0,092548394;-0,01411288;0,017624416;-0,00767026;497;554
1;0,275454819;-0,294235162;-0,213134766;0,180120096;-0,04469756;0,115972215;-2,87476635;0,075875357;0,086574331;0,045426428;0,032443249;0,001997872;0,013449555;-0,081048493;-0,058708998;0,049614948;-0,012312158;0,031945106;0,062711742;-0,052997666;0,013151594;-0,034123104;-0,038389854;0,009526604;-0,024717711;-0,008050929;0,020888927;-0,005183675;412;507
1;0,767233372;0,445971116;10,06851196;0,140229836;-0,053231493;0,06708286;5,375344276;0,588647047;0,198890237;101,3749331;0,019664407;0,002833592;0,00450011;0,342163923;7,724898382;0,10758901;-0,040840978;0,051468209;4,490265521;0,062538457;-0,023739708;0,029917018;1,411905782;-0,53596192;0,675424581;-0,007464643;0,009407018;-0,003570921;553;662
1;0,652507544;-0,042214719;15,63695526;0,146370828;-0,023673549;0,114106759;3,420300484;0,425766094;0,001782082;244,5143698;0,021424419;0,000560437;0,013020353;-0,027545422;10,20323127;0,09550807;-0,015447169;0,074455521;-0,660109668;-0,006179003;0,000999372;-0,004816985;2,288794091;-0,370182231;1,784282292;-0,003465117;0,016701901;-0,002701312;475;662
1;0,219566141;-0,69258824;-0,088943481;0,176771084;-0,079372823;0,110137761;-2,458250284;0,04820929;0,47967847;0,007910943;0,031248016;0,006300045;0,012130326;-0,152068927;-0,019528977;0,038812945;-0,017427584;0,024182523;0,061601209;-0,122429574;0,054972684;-0,076280118;-0,015722636;0,007059695;-0,009796036;-0,01403082;0,019469171;-0,008741945;482;526
1;-0,078936517;-0,45129329;-0,062141418;0,171701461;-0,068084076;0,089836568;-4,296422958;0,006230974;0,203665633;0,003861556;0,029481392;0,004635441;0,008070609;0,035623521;0,004905227;-0,013553515;0,00537432;-0,007091386;0,028044005;-0,077487717;0,030725887;-0,04054264;-0,010669772;0,004230841;-0,005582572;-0,011690135;0,01542507;-0,00611644;457;517
1;0,123287737;-0,309671121;0,3034557;0,223224342;-0,12184754;0,105222676;-1,059577227;0,015199866;0,095896203;0,092085362;0,049829107;0,014846823;0,011071812;-0,038178652;0,037412367;0,027520824;-0,015022308;0,012972666;-0,093971467;-0,069126132;0,037732664;-0,032584424;0,067738699;-0,036975331;0,031930421;-0,027199337;0,023488263;-0,012821124;502;524
1;-0,123287531;0,056643337;4,942520142;0,147388024;-0,076456368;0,056779583;-1,713647008;0,015199815;0,003208468;24,42850535;0,02172323;0,005845576;0,003223921;-0,006983417;-0,609351105;-0,018171106;0,009426117;-0,007000215;0,279960834;0,00834855;-0,004330744;0,003216185;0,728468277;-0,377887139;0,280634234;-0,011268753;0,008368631;-0,004341161;575;677
1;0,698630512;-0,660458207;3,643864223;0,176282823;-0,090579689;0,099033639;-1,007005215;0,488084592;0,436205043;13,27774648;0,031075634;0,00820468;0,009807662;-0,461416255;2,545714727;0,123156559;-0,063281734;0,069187922;-2,406620032;-0,116427437;0,059824099;-0,06540758;0,642350672;-0,330060086;0,360865133;-0,015967643;0,017457929;-0,008970436;474;511
1;-0,626712441;-0,279780179;2,536177202;0,15678294;-0,052340789;0,102155656;-3,862913132;0,392768484;0,078276949;6,432194798;0,02458089;0,002739558;0,010435778;0,175341719;-1,589453806;-0,098257819;0,032802624;-0,06402222;-0,709572112;-0,043864759;0,014643915;-0,028581128;0,397629318;-0,132745516;0,259084845;-0,008206143;0,016016264;-0,005346908;486;625
1;-0,271865129;-0,218725204;4,203271866;0,138572641;-0,049059147;0,074733496;-2,239402771;0,073910649;0,047840715;17,66749438;0,019202377;0,0024068;0,005585095;0,059463756;-1,14272305;-0,037673069;0,013337471;-0,020317431;-0,919361498;-0,030309329;0,010730472;-0,016346099;0,582458482;-0,206208933;0,3141252;-0,006798256;0,010356018;-0,003666362;478;631
1;0,917831898;0,682288706;12,34342575;0,123139322;-0,047584176;0,05904947;5,103505611;0,842415393;0,465517879;152,3601593;0,015163293;0,002264254;0,00348684;0,626226338;11,32918988;0,113021197;-0,043674275;0,054197487;8,421779987;0,084016569;-0,032466146;0,040288787;1,519961076;-0,587351744;0,72887275;-0,005859483;0,007271312;-0,00280982;556;655
1;-0,13150692;-0,591451824;-3,015174866;0,184096098;-0,081487704;0,110779958;-3,455801964;0,01729407;0,34981526;9,091279471;0,033891373;0,006640246;0,012272199;0,077780008;0,396516359;-0,024209911;0,010716197;-0,014568331;1,783330673;-0,108883973;0,048196051;-0,065521008;-0,555081927;0,245699678;-0,334020945;-0,015001568;0,020394158;-0,009027204;490;528
1;0,196655194;-0,600644499;-0,461940765;0,235363767;-0,123112337;0,119061215;-6,403954983;0,038673265;0,360773814;0,213389271;0,055396103;0,015156648;0,014175573;-0,11811986;-0,090843051;0,046285507;-0,024210681;0,023414006;0,27746218;-0,141369952;0,073946748;-0,071513464;-0,108724118;0,056870607;-0,054999229;-0,028976183;0,028022696;-0,014657904;519;483
1;0,261986554;-0,066504478;6,210136414;0,130059485;-0,050622631;0,041299462;-1,718635082;0,068636954;0,004422846;38,56579428;0,01691547;0,002562651;0,001705646;-0,017423279;1,626972237;0,034073836;-0,013262449;0,010819904;-0,413001883;-0,008649538;0,003366632;-0,002746599;0,807687143;-0,314373445;0,256475295;-0,006583953;0,005371387;-0,002090687;586;664
1;-0,441722274;-0,306188911;-3,935325623;0,164365768;-0,059233776;0,09397611;-4,602268696;0,195118567;0,093751649;15,48678776;0,027016106;0,00350864;0,008831509;0,135250462;1,738320982;-0,072604021;0,026164878;-0,041511341;1,204953068;-0,050326976;0,018136725;-0,028774443;-0,64683282;0,233104197;-0,369826594;-0,009736005;0,015446456;-0,00556656;461;530
1;0,589306355;-0,34219861;4,263324738;0,219759271;-0,125030279;0,105822682;-0,719898164;0,347281979;0,117099889;18,17593782;0,048294137;0,015632571;0,01119844;-0,201659816;2,512404359;0,129505535;-0,073681138;0,062361979;-1,4589038;-0,075201317;0,042785188;-0,036212375;0,936905134;-0,533044682;0,45115646;-0,027476563;0,023255515;-0,01323104;509;534
1;-0,501369953;-0,127007067;5,623817444;0,049006542;-0,031619444;0,021995232;-0,807015181;0,25137183;0,016130795;31,62732264;0,002401641;0,000999789;0,00048379;0,063677527;-2,819613088;-0,024570407;0,015853039;-0,011027748;-0,71426456;-0,006224177;0,004015893;-0,00279355;0,275603843;-0,177821983;0,123697167;-0,00154956;0,00107791;-0,000695477;242;645
1;-1,333748427;-0,416485369;2,461338043;0,213281512;-0,097371116;0,090350807;-6,512887001;1,778884867;0,173460063;6,058184963;0,045489003;0,009481134;0,008163268;0,555486706;-3,282805744;-0,284463882;0,129868573;-0,120505246;-1,025111284;-0,088828629;0,040553645;-0,037629789;0,5249579;-0,239663233;0,222383878;-0,020767459;0,019270157;-0,008797559;489;501
1;0,16438365;-0,456053019;1,377182007;0,185343474;-0,041682167;0,159116536;-0,05756725;0,027021984;0,207984356;1,89663028;0,034352203;0,001737403;0,025318072;-0,07496766;0,226386205;0,030467437;-0,006851867;0,026156157;-0,628068011;-0,084526451;0,019009278;-0,072565577;0,255251698;-0,05740393;0,219132431;-0,007725518;0,029491212;-0,006632322;397;430
1;1,536986589;-0,392057841;5,74269104;-0,024253801;-0,01033321;0,016029477;-0,163133621;2,362327776;0,153709351;32,97850038;0,000588247;0,000106775;0,000256944;-0,602587645;8,826439116;-0,037277766;-0,015882006;0,024637091;-2,251467053;0,009508893;0,004051216;-0,006284482;-0,139282083;-0,059340434;0,092052335;0,00025062;-0,000388776;-0,000165636;306;819
1;1,104761362;-0,043077426;7,898630415;0,14246124;-0,072360635;0,056592226;0,083659247;1,220497667;0,001855665;62,38836243;0,020295205;0,005236061;0,00320268;-0,047590276;8,726101695;0,157385674;-0,079941233;0,062520905;-0,34025267;-0,006136864;0,00311711;-0,002437847;1,125248685;-0,571549911;0,447001078;-0,010308586;0,008062199;-0,004095049;576;669
1;0,61915795;-0,295757972;10,91287786;0,080464035;-0,018007358;0,057247102;2,600967884;0,383356567;0,087472778;119,0909033;0,006474461;0,000324265;0,003277231;-0,1831209;6,756795087;0,049819947;-0,011149399;0,035444998;-3,227570628;-0,02379788;0,00532582;-0,016931287;0,878094189;-0,196512098;0,624730635;-0,001448945;0,004606333;-0,001030869;434;681
1;0,162397921;-0,240725983;6,839643206;0,146926939;-0,032554784;0,115895569;0,343668461;0,026373085;0,057948999;46,78071918;0,021587526;0,001059814;0,013431783;-0,039093399;1,110743838;0,02386063;-0,005286829;0,0188212;-1,646479836;-0,035369132;0,007836782;-0,027899075;1,004927843;-0,222663104;0,792684343;-0,004783175;0,017028181;-0,003772955;531;668
1;0,706918359;0,179891927;7,57598877;0,146483302;-0,07085003;0,063698888;0,515372396;0,499733566;0,032361105;57,39560584;0,021457358;0,005019727;0,004057548;0,127168906;5,355605547;0,103551736;-0,050085187;0,045029913;1,362859218;0,026351163;-0,012745348;0,011458916;1,109755852;-0,536759028;0,482582059;-0,010378346;0,009330823;-0,004513068;570;683
1;-0,681826217;-0,103036116;7,458286285;0,063168146;-0,017175972;0,060609778;-2,726699829;0,46488699;0,010616441;55,62603431;0,003990215;0,000295014;0,003673545;0,070252725;-5,085255122;-0,043069698;0,011711028;-0,041325335;-0,768472848;-0,0065086;0,001769745;-0,006244996;0,471126115;-0,12810332;0,452045074;-0,001084974;0,003828607;-0,001041032;586;709
1;0,90410918;-0,349093527;-11,37901893;0,266538084;-0,135641992;0,124345422;-7,753437996;0,817413409;0,12186629;129,4820718;0,07104255;0,01839875;0,015461784;-0,315618662;-10,28787547;0,240979528;-0,12263517;0,112421837;3,972341848;-0,09304672;0,047351741;-0,043408182;-3,032941898;1,543472796;-1,414928908;-0,036153757;0,03314279;-0,016866461;548;509
1;0,298181534;-0,360674411;3,385479267;0,178158134;-0,070953207;0,11011228;-3,190346956;0,088912227;0,130086031;11,46146987;0,031740321;0,005034358;0,012124714;-0,107546449;1,0094874;0,053123466;-0,021156936;0,032833448;-1,221055741;-0,06425708;0,025591006;-0,039714682;0,60315067;-0,24021061;0,37278284;-0,012640891;0,019617398;-0,007812819;497;562
1;-0,065736473;0,021689037;11,19139481;0,16026785;-0,018269196;0,11211738;-0,072740555;0,004321284;0,000470414;125,2473177;0,025685784;0,000333764;0,012570307;-0,001425761;-0,735682818;-0,010535443;0,001200953;-0,007370201;0,242730581;0,003476055;-0,000396241;0,002431718;1,793620781;-0,204457787;1,254749863;-0,002927965;0,017968811;-0,002048294;473;667
1;0,819570065;-0,382516354;5,383415222;-0,016017502;0,018530488;0,014324188;-1,55558598;0,671695091;0,146318761;28,98115945;0,00025656;0,000343379;0,000205182;-0,313498953;4,412085961;-0,013127465;0,015187033;0,011739676;-2,059244365;0,006126956;-0,007088215;-0,005479236;-0,086228864;0,099757311;0,077113053;-0,000296812;-0,000229438;0,000265434;306;818
1;-0,076114655;-0,431120233;-1,442710876;0,180110224;-0,054084957;0,125266314;-3,53930974;0,005793441;0,185864655;2,081414673;0,032439693;0,002925183;0,015691649;0,032814568;0,10981144;-0,013709027;0,004116658;-0,009534602;0,621981849;-0,077649162;0,023317119;-0,054004842;-0,259846979;0,078028955;-0,180723073;-0,009741254;0,022561744;-0,006775023;487;572
1;0,296149651;0,149467081;8,136663437;0,164779365;-0,060392618;0,080210268;0,781225443;0,087704616;0,022340408;66,20529189;0,027152239;0,003647268;0,006433687;0,044264624;2,409670039;0,048799351;-0,017885253;0,023754243;1,216163332;0,024629091;-0,009026708;0,011988795;1,340754235;-0,491394408;0,652643959;-0,009951457;0,013216997;-0,004844108;555;670
